exp_num,H1,Venus,Rep,initials,rrep,set
1,None,7753,3,ARL,1,1
1,None,12089,3,ARL,1,2
1,None,8387,3,ARL,1,3
1,None,22267,3,ARL,1,4
1,None,21816,3,ARL,1,5
1,None,14555,3,ARL,1,6
1,None,7275,3,ARL,1,7
1,None,21156,3,ARL,1,8
1,None,24747,3,ARL,1,9
1,None,20146,3,ARL,1,10
1,None,18669,3,ARL,1,11
1,None,22890,3,ARL,1,12
1,None,3514,3,ARL,1,13
1,None,5065,3,ARL,1,14
1,None,4560,3,ARL,1,15
1,None,12509,3,ARL,1,16
1,None,10902,3,ARL,1,17
1,None,3135,3,ARL,1,18
1,None,7844,3,ARL,1,19
1,None,13392,3,ARL,1,20
1,None,10010,3,ARL,1,21
1,None,4641,3,ARL,1,22
1,None,9757,3,ARL,1,23
1,None,7053,3,ARL,1,24
1,None,8142,3,ARL,1,25
1,None,5368,3,ARL,1,26
1,None,9786,3,ARL,1,27
1,None,15967,3,ARL,1,28
1,None,17622,3,ARL,1,29
1,None,9818,3,ARL,1,30
1,None,8287,3,ARL,1,31
1,None,19376,3,ARL,1,32
1,None,11521,3,ARL,1,33
1,None,7576,3,ARL,1,34
1,None,16346,3,ARL,1,35
1,None,10787,3,ARL,1,36
1,None,3615,3,ARL,1,37
1,None,1643,3,ARL,1,38
1,None,7143,3,ARL,1,39
1,None,12819,3,ARL,1,40
1,None,10544,3,ARL,1,41
1,None,7581,3,ARL,1,42
1,None,12915,3,ARL,1,43
1,None,18130,3,ARL,1,44
1,None,11476,3,ARL,1,45
1,None,9363,3,ARL,1,46
1,None,10958,3,ARL,1,47
1,None,9755,3,ARL,1,48
1,None,4649,3,ARL,1,1
1,None,5091,3,ARL,1,2
1,None,9916,3,ARL,1,3
1,None,14794,3,ARL,1,4
1,None,13955,3,ARL,1,5
1,None,8639,3,ARL,1,6
1,None,19700,3,ARL,1,7
1,None,25807,3,ARL,1,8
1,None,21543,3,ARL,1,9
1,None,11826,3,ARL,1,10
1,None,13736,3,ARL,1,11
1,None,12472,3,ARL,1,12
1,None,5146,3,ARL,1,13
1,None,7735,3,ARL,1,14
1,None,4634,3,ARL,1,15
1,None,8743,3,ARL,1,16
1,None,11836,3,ARL,1,17
1,None,9915,3,ARL,1,18
1,None,6275,3,ARL,1,19
1,None,14628,3,ARL,1,20
1,None,16034,3,ARL,1,21
1,None,10620,3,ARL,1,22
1,None,9520,3,ARL,1,23
1,None,11224,3,ARL,1,24
1,None,2897,3,ARL,1,25
1,None,1579,3,ARL,1,26
1,None,6334,3,ARL,1,27
1,None,7342,3,ARL,1,28
1,None,7184,3,ARL,1,29
1,None,2750,3,ARL,1,30
1,None,9670,3,ARL,1,31
1,None,16355,3,ARL,1,32
1,None,8721,3,ARL,1,33
1,None,5096,3,ARL,1,34
1,None,7845,3,ARL,1,35
1,None,7128,3,ARL,1,36
1,None,4372,3,ARL,1,37
1,None,3957,3,ARL,1,38
1,None,8137,3,ARL,1,39
1,None,11379,3,ARL,1,40
1,None,7974,3,ARL,1,41
1,None,5199,3,ARL,1,42
1,None,5240,3,ARL,1,43
1,None,10709,3,ARL,1,44
1,None,9486,3,ARL,1,45
1,None,8257,3,ARL,1,46
1,None,9086,3,ARL,1,47
1,None,7249,3,ARL,1,48
1,None,19232,3,ARL,2,1
1,None,19647,3,ARL,2,2
1,None,27783,3,ARL,2,3
1,None,48643,3,ARL,2,4
1,None,33148,3,ARL,2,5
1,None,14985,3,ARL,2,6
1,None,17675,3,ARL,2,7
1,None,38289,3,ARL,2,8
1,None,23809,3,ARL,2,9
1,None,15017,3,ARL,2,10
1,None,13626,3,ARL,2,11
1,None,9119,3,ARL,2,12
1,None,10662,3,ARL,2,13
1,None,10911,3,ARL,2,14
1,None,12351,3,ARL,2,15
1,None,26318,3,ARL,2,16
1,None,22305,3,ARL,2,17
1,None,12901,3,ARL,2,18
1,None,10446,3,ARL,2,19
1,None,18753,3,ARL,2,20
1,None,28257,3,ARL,2,21
1,None,15780,3,ARL,2,22
1,None,12539,3,ARL,2,23
1,None,12861,3,ARL,2,24
1,None,5509,3,ARL,2,25
1,None,1551,3,ARL,2,26
1,None,10779,3,ARL,2,27
1,None,22450,3,ARL,2,28
1,None,17491,3,ARL,2,29
1,None,7447,3,ARL,2,30
1,None,13840,3,ARL,2,31
1,None,33227,3,ARL,2,32
1,None,31775,3,ARL,2,33
1,None,13775,3,ARL,2,34
1,None,33164,3,ARL,2,35
1,None,41521,3,ARL,2,36
1,None,21756,3,ARL,2,37
1,None,20730,3,ARL,2,38
1,None,19114,3,ARL,2,39
1,None,37841,3,ARL,2,40
1,None,36623,3,ARL,2,41
1,None,23315,3,ARL,2,42
1,None,29260,3,ARL,2,43
1,None,45457,3,ARL,2,44
1,None,40179,3,ARL,2,45
1,None,27868,3,ARL,2,46
1,None,39552,3,ARL,2,47
1,None,38722,3,ARL,2,48
1,None,2837,3,ARL,2,1
1,None,2261,3,ARL,2,2
1,None,6248,3,ARL,2,3
1,None,13010,3,ARL,2,4
1,None,12806,3,ARL,2,5
1,None,5277,3,ARL,2,6
1,None,10644,3,ARL,2,7
1,None,15606,3,ARL,2,8
1,None,17039,3,ARL,2,9
1,None,6066,3,ARL,2,10
1,None,10395,3,ARL,2,11
1,None,10758,3,ARL,2,12
1,None,10146,3,ARL,2,13
1,None,11793,3,ARL,2,14
1,None,11596,3,ARL,2,15
1,None,22585,3,ARL,2,16
1,None,22386,3,ARL,2,17
1,None,13777,3,ARL,2,18
1,None,14892,3,ARL,2,19
1,None,27517,3,ARL,2,20
1,None,26606,3,ARL,2,21
1,None,12631,3,ARL,2,22
1,None,29232,3,ARL,2,23
1,None,21442,3,ARL,2,24
1,None,9574,3,ARL,2,25
1,None,6207,3,ARL,2,26
1,None,10396,3,ARL,2,27
1,None,22459,3,ARL,2,28
1,None,21257,3,ARL,2,29
1,None,12420,3,ARL,2,30
1,None,15302,3,ARL,2,31
1,None,22940,3,ARL,2,32
1,None,22490,3,ARL,2,33
1,None,14987,3,ARL,2,34
1,None,13939,3,ARL,2,35
1,None,16083,3,ARL,2,36
1,None,5145,3,ARL,2,37
1,None,5611,3,ARL,2,38
1,None,7416,3,ARL,2,39
1,None,21438,3,ARL,2,40
1,None,16237,3,ARL,2,41
1,None,10734,3,ARL,2,42
1,None,10640,3,ARL,2,43
1,None,22711,3,ARL,2,44
1,None,21569,3,ARL,2,45
1,None,8094,3,ARL,2,46
1,None,16533,3,ARL,2,47
1,None,13644,3,ARL,2,48
8,H1-alphaH,2638,3,ARL,1,1
8,H1-alphaH,2210,3,ARL,1,2
8,H1-alphaH,3850,3,ARL,1,3
8,H1-alphaH,8127,3,ARL,1,4
8,H1-alphaH,13756,3,ARL,1,5
8,H1-alphaH,7472,3,ARL,1,6
8,H1-alphaH,5865,3,ARL,1,7
8,H1-alphaH,13699,3,ARL,1,8
8,H1-alphaH,17715,3,ARL,1,9
8,H1-alphaH,12219,3,ARL,1,10
8,H1-alphaH,10082,3,ARL,1,11
8,H1-alphaH,14596,3,ARL,1,12
8,H1-alphaH,5810,3,ARL,1,13
8,H1-alphaH,5339,3,ARL,1,14
8,H1-alphaH,10566,3,ARL,1,15
8,H1-alphaH,18494,3,ARL,1,16
8,H1-alphaH,17427,3,ARL,1,17
8,H1-alphaH,10404,3,ARL,1,18
8,H1-alphaH,14997,3,ARL,1,19
8,H1-alphaH,22470,3,ARL,1,20
8,H1-alphaH,24516,3,ARL,1,21
8,H1-alphaH,15260,3,ARL,1,22
8,H1-alphaH,14286,3,ARL,1,23
8,H1-alphaH,12884,3,ARL,1,24
8,H1-alphaH,8268,3,ARL,1,25
8,H1-alphaH,6408,3,ARL,1,26
8,H1-alphaH,9185,3,ARL,1,27
8,H1-alphaH,14420,3,ARL,1,28
8,H1-alphaH,11085,3,ARL,1,29
8,H1-alphaH,8680,3,ARL,1,30
8,H1-alphaH,14131,3,ARL,1,31
8,H1-alphaH,16961,3,ARL,1,32
8,H1-alphaH,14675,3,ARL,1,33
8,H1-alphaH,7842,3,ARL,1,34
8,H1-alphaH,12082,3,ARL,1,35
8,H1-alphaH,10743,3,ARL,1,36
8,H1-alphaH,8864,3,ARL,1,37
8,H1-alphaH,7555,3,ARL,1,38
8,H1-alphaH,9675,3,ARL,1,39
8,H1-alphaH,16598,3,ARL,1,40
8,H1-alphaH,12720,3,ARL,1,41
8,H1-alphaH,4071,3,ARL,1,42
8,H1-alphaH,10965,3,ARL,1,43
8,H1-alphaH,16161,3,ARL,1,44
8,H1-alphaH,12382,3,ARL,1,45
8,H1-alphaH,4125,3,ARL,1,46
8,H1-alphaH,8384,3,ARL,1,47
8,H1-alphaH,4970,3,ARL,1,48
8,H1-alphaH,6208,3,ARL,1,1
8,H1-alphaH,8330,3,ARL,1,2
8,H1-alphaH,8388,3,ARL,1,3
8,H1-alphaH,13546,3,ARL,1,4
8,H1-alphaH,20822,3,ARL,1,5
8,H1-alphaH,11945,3,ARL,1,6
8,H1-alphaH,13931,3,ARL,1,7
8,H1-alphaH,20741,3,ARL,1,8
8,H1-alphaH,19439,3,ARL,1,9
8,H1-alphaH,14438,3,ARL,1,10
8,H1-alphaH,17252,3,ARL,1,11
8,H1-alphaH,14773,3,ARL,1,12
8,H1-alphaH,5978,3,ARL,1,13
8,H1-alphaH,5926,3,ARL,1,14
8,H1-alphaH,5939,3,ARL,1,15
8,H1-alphaH,11331,3,ARL,1,16
8,H1-alphaH,15743,3,ARL,1,17
8,H1-alphaH,7962,3,ARL,1,18
8,H1-alphaH,1586,3,ARL,1,19
8,H1-alphaH,10930,3,ARL,1,20
8,H1-alphaH,15411,3,ARL,1,21
8,H1-alphaH,11121,3,ARL,1,22
8,H1-alphaH,6875,3,ARL,1,23
8,H1-alphaH,11347,3,ARL,1,24
8,H1-alphaH,3906,3,ARL,1,25
8,H1-alphaH,5904,3,ARL,1,26
8,H1-alphaH,6057,3,ARL,1,27
8,H1-alphaH,14305,3,ARL,1,28
8,H1-alphaH,13041,3,ARL,1,29
8,H1-alphaH,6978,3,ARL,1,30
8,H1-alphaH,7675,3,ARL,1,31
8,H1-alphaH,15480,3,ARL,1,32
8,H1-alphaH,14056,3,ARL,1,33
8,H1-alphaH,7607,3,ARL,1,34
8,H1-alphaH,9568,3,ARL,1,35
8,H1-alphaH,11459,3,ARL,1,36
8,H1-alphaH,3260,3,ARL,1,37
8,H1-alphaH,3822,3,ARL,1,38
8,H1-alphaH,7123,3,ARL,1,39
8,H1-alphaH,11777,3,ARL,1,40
8,H1-alphaH,10278,3,ARL,1,41
8,H1-alphaH,5076,3,ARL,1,42
8,H1-alphaH,8888,3,ARL,1,43
8,H1-alphaH,19338,3,ARL,1,44
8,H1-alphaH,10024,3,ARL,1,45
8,H1-alphaH,3722,3,ARL,1,46
8,H1-alphaH,10036,3,ARL,1,47
8,H1-alphaH,7158,3,ARL,1,48
2,H1-AtTPL-F10A,580,3,ARL,1,1
2,H1-AtTPL-F10A,459,3,ARL,1,2
2,H1-AtTPL-F10A,1047,3,ARL,1,3
2,H1-AtTPL-F10A,1037,3,ARL,1,4
2,H1-AtTPL-F10A,772,3,ARL,1,5
2,H1-AtTPL-F10A,397,3,ARL,1,6
2,H1-AtTPL-F10A,1186,3,ARL,1,7
2,H1-AtTPL-F10A,916,3,ARL,1,8
2,H1-AtTPL-F10A,760,3,ARL,1,9
2,H1-AtTPL-F10A,498,3,ARL,1,10
2,H1-AtTPL-F10A,646,3,ARL,1,11
2,H1-AtTPL-F10A,713,3,ARL,1,12
2,H1-AtTPL-F10A,455,3,ARL,1,13
2,H1-AtTPL-F10A,362,3,ARL,1,14
2,H1-AtTPL-F10A,457,3,ARL,1,15
2,H1-AtTPL-F10A,871,3,ARL,1,16
2,H1-AtTPL-F10A,508,3,ARL,1,17
2,H1-AtTPL-F10A,385,3,ARL,1,18
2,H1-AtTPL-F10A,497,3,ARL,1,19
2,H1-AtTPL-F10A,982,3,ARL,1,20
2,H1-AtTPL-F10A,748,3,ARL,1,21
2,H1-AtTPL-F10A,527,3,ARL,1,22
2,H1-AtTPL-F10A,886,3,ARL,1,23
2,H1-AtTPL-F10A,580,3,ARL,1,24
2,H1-AtTPL-F10A,466,3,ARL,1,25
2,H1-AtTPL-F10A,406,3,ARL,1,26
2,H1-AtTPL-F10A,514,3,ARL,1,27
2,H1-AtTPL-F10A,936,3,ARL,1,28
2,H1-AtTPL-F10A,1174,3,ARL,1,29
2,H1-AtTPL-F10A,623,3,ARL,1,30
2,H1-AtTPL-F10A,764,3,ARL,1,31
2,H1-AtTPL-F10A,1303,3,ARL,1,32
2,H1-AtTPL-F10A,1226,3,ARL,1,33
2,H1-AtTPL-F10A,736,3,ARL,1,34
2,H1-AtTPL-F10A,851,3,ARL,1,35
2,H1-AtTPL-F10A,565,3,ARL,1,36
2,H1-AtTPL-F10A,591,3,ARL,1,37
2,H1-AtTPL-F10A,594,3,ARL,1,38
2,H1-AtTPL-F10A,829,3,ARL,1,39
2,H1-AtTPL-F10A,1132,3,ARL,1,40
2,H1-AtTPL-F10A,963,3,ARL,1,41
2,H1-AtTPL-F10A,584,3,ARL,1,42
2,H1-AtTPL-F10A,781,3,ARL,1,43
2,H1-AtTPL-F10A,1199,3,ARL,1,44
2,H1-AtTPL-F10A,958,3,ARL,1,45
2,H1-AtTPL-F10A,565,3,ARL,1,46
2,H1-AtTPL-F10A,542,3,ARL,1,47
2,H1-AtTPL-F10A,613,3,ARL,1,48
2,H1-AtTPL-F10A,189,3,ARL,1,1
2,H1-AtTPL-F10A,198,3,ARL,1,2
2,H1-AtTPL-F10A,437,3,ARL,1,3
2,H1-AtTPL-F10A,929,3,ARL,1,4
2,H1-AtTPL-F10A,1102,3,ARL,1,5
2,H1-AtTPL-F10A,850,3,ARL,1,6
2,H1-AtTPL-F10A,722,3,ARL,1,7
2,H1-AtTPL-F10A,1691,3,ARL,1,8
2,H1-AtTPL-F10A,1469,3,ARL,1,9
2,H1-AtTPL-F10A,1060,3,ARL,1,10
2,H1-AtTPL-F10A,1039,3,ARL,1,11
2,H1-AtTPL-F10A,1623,3,ARL,1,12
2,H1-AtTPL-F10A,394,3,ARL,1,13
2,H1-AtTPL-F10A,411,3,ARL,1,14
2,H1-AtTPL-F10A,497,3,ARL,1,15
2,H1-AtTPL-F10A,636,3,ARL,1,16
2,H1-AtTPL-F10A,693,3,ARL,1,17
2,H1-AtTPL-F10A,801,3,ARL,1,18
2,H1-AtTPL-F10A,952,3,ARL,1,19
2,H1-AtTPL-F10A,844,3,ARL,1,20
2,H1-AtTPL-F10A,923,3,ARL,1,21
2,H1-AtTPL-F10A,742,3,ARL,1,22
2,H1-AtTPL-F10A,1243,3,ARL,1,23
2,H1-AtTPL-F10A,658,3,ARL,1,24
2,H1-AtTPL-F10A,326,3,ARL,1,25
2,H1-AtTPL-F10A,337,3,ARL,1,26
2,H1-AtTPL-F10A,269,3,ARL,1,27
2,H1-AtTPL-F10A,674,3,ARL,1,28
2,H1-AtTPL-F10A,549,3,ARL,1,29
2,H1-AtTPL-F10A,546,3,ARL,1,30
2,H1-AtTPL-F10A,373,3,ARL,1,31
2,H1-AtTPL-F10A,568,3,ARL,1,32
2,H1-AtTPL-F10A,641,3,ARL,1,33
2,H1-AtTPL-F10A,625,3,ARL,1,34
2,H1-AtTPL-F10A,528,3,ARL,1,35
2,H1-AtTPL-F10A,593,3,ARL,1,36
2,H1-AtTPL-F10A,660,3,ARL,1,37
2,H1-AtTPL-F10A,585,3,ARL,1,38
2,H1-AtTPL-F10A,751,3,ARL,1,39
2,H1-AtTPL-F10A,751,3,ARL,1,40
2,H1-AtTPL-F10A,896,3,ARL,1,41
2,H1-AtTPL-F10A,403,3,ARL,1,42
2,H1-AtTPL-F10A,744,3,ARL,1,43
2,H1-AtTPL-F10A,813,3,ARL,1,44
2,H1-AtTPL-F10A,815,3,ARL,1,45
2,H1-AtTPL-F10A,819,3,ARL,1,46
2,H1-AtTPL-F10A,761,3,ARL,1,47
2,H1-AtTPL-F10A,669,3,ARL,1,48
3,H1-AtTPL-F10G,1681,3,ARL,1,1
3,H1-AtTPL-F10G,6096,3,ARL,1,2
3,H1-AtTPL-F10G,1935,3,ARL,1,3
3,H1-AtTPL-F10G,4003,3,ARL,1,4
3,H1-AtTPL-F10G,6447,3,ARL,1,5
3,H1-AtTPL-F10G,1463,3,ARL,1,6
3,H1-AtTPL-F10G,1233,3,ARL,1,7
3,H1-AtTPL-F10G,3396,3,ARL,1,8
3,H1-AtTPL-F10G,2360,3,ARL,1,9
3,H1-AtTPL-F10G,2460,3,ARL,1,10
3,H1-AtTPL-F10G,2923,3,ARL,1,11
3,H1-AtTPL-F10G,3915,3,ARL,1,12
3,H1-AtTPL-F10G,730,3,ARL,1,13
3,H1-AtTPL-F10G,986,3,ARL,1,14
3,H1-AtTPL-F10G,1171,3,ARL,1,15
3,H1-AtTPL-F10G,2616,3,ARL,1,16
3,H1-AtTPL-F10G,6371,3,ARL,1,17
3,H1-AtTPL-F10G,5384,3,ARL,1,18
3,H1-AtTPL-F10G,1500,3,ARL,1,19
3,H1-AtTPL-F10G,3418,3,ARL,1,20
3,H1-AtTPL-F10G,3014,3,ARL,1,21
3,H1-AtTPL-F10G,890,3,ARL,1,22
3,H1-AtTPL-F10G,2144,3,ARL,1,23
3,H1-AtTPL-F10G,1488,3,ARL,1,24
3,H1-AtTPL-F10G,194,3,ARL,1,25
3,H1-AtTPL-F10G,196,3,ARL,1,26
3,H1-AtTPL-F10G,560,3,ARL,1,27
3,H1-AtTPL-F10G,741,3,ARL,1,28
3,H1-AtTPL-F10G,1081,3,ARL,1,29
3,H1-AtTPL-F10G,1583,3,ARL,1,30
3,H1-AtTPL-F10G,742,3,ARL,1,31
3,H1-AtTPL-F10G,2069,3,ARL,1,32
3,H1-AtTPL-F10G,4275,3,ARL,1,33
3,H1-AtTPL-F10G,3534,3,ARL,1,34
3,H1-AtTPL-F10G,2120,3,ARL,1,35
3,H1-AtTPL-F10G,2695,3,ARL,1,36
3,H1-AtTPL-F10G,602,3,ARL,1,37
3,H1-AtTPL-F10G,861,3,ARL,1,38
3,H1-AtTPL-F10G,618,3,ARL,1,39
3,H1-AtTPL-F10G,880,3,ARL,1,40
3,H1-AtTPL-F10G,1112,3,ARL,1,41
3,H1-AtTPL-F10G,553,3,ARL,1,42
3,H1-AtTPL-F10G,842,3,ARL,1,43
3,H1-AtTPL-F10G,1297,3,ARL,1,44
3,H1-AtTPL-F10G,1386,3,ARL,1,45
3,H1-AtTPL-F10G,979,3,ARL,1,46
3,H1-AtTPL-F10G,636,3,ARL,1,47
3,H1-AtTPL-F10G,1234,3,ARL,1,48
3,H1-AtTPL-F10G,1046,3,ARL,1,1
3,H1-AtTPL-F10G,1349,3,ARL,1,2
3,H1-AtTPL-F10G,2928,3,ARL,1,3
3,H1-AtTPL-F10G,3779,3,ARL,1,4
3,H1-AtTPL-F10G,2823,3,ARL,1,5
3,H1-AtTPL-F10G,2307,3,ARL,1,6
3,H1-AtTPL-F10G,2580,3,ARL,1,7
3,H1-AtTPL-F10G,4273,3,ARL,1,8
3,H1-AtTPL-F10G,5939,3,ARL,1,9
3,H1-AtTPL-F10G,3234,3,ARL,1,10
3,H1-AtTPL-F10G,4169,3,ARL,1,11
3,H1-AtTPL-F10G,3025,3,ARL,1,12
3,H1-AtTPL-F10G,706,3,ARL,1,13
3,H1-AtTPL-F10G,1431,3,ARL,1,14
3,H1-AtTPL-F10G,723,3,ARL,1,15
3,H1-AtTPL-F10G,3620,3,ARL,1,16
3,H1-AtTPL-F10G,3403,3,ARL,1,17
3,H1-AtTPL-F10G,1148,3,ARL,1,18
3,H1-AtTPL-F10G,769,3,ARL,1,19
3,H1-AtTPL-F10G,3129,3,ARL,1,20
3,H1-AtTPL-F10G,2639,3,ARL,1,21
3,H1-AtTPL-F10G,1600,3,ARL,1,22
3,H1-AtTPL-F10G,1093,3,ARL,1,23
3,H1-AtTPL-F10G,1888,3,ARL,1,24
3,H1-AtTPL-F10G,277,3,ARL,1,25
3,H1-AtTPL-F10G,331,3,ARL,1,26
3,H1-AtTPL-F10G,309,3,ARL,1,27
3,H1-AtTPL-F10G,1659,3,ARL,1,28
3,H1-AtTPL-F10G,4421,3,ARL,1,29
3,H1-AtTPL-F10G,1805,3,ARL,1,30
3,H1-AtTPL-F10G,1630,3,ARL,1,31
3,H1-AtTPL-F10G,4080,3,ARL,1,32
3,H1-AtTPL-F10G,7017,3,ARL,1,33
3,H1-AtTPL-F10G,2910,3,ARL,1,34
3,H1-AtTPL-F10G,2088,3,ARL,1,35
3,H1-AtTPL-F10G,2905,3,ARL,1,36
3,H1-AtTPL-F10G,676,3,ARL,1,37
3,H1-AtTPL-F10G,722,3,ARL,1,38
3,H1-AtTPL-F10G,689,3,ARL,1,39
3,H1-AtTPL-F10G,2309,3,ARL,1,40
3,H1-AtTPL-F10G,1612,3,ARL,1,41
3,H1-AtTPL-F10G,904,3,ARL,1,42
3,H1-AtTPL-F10G,1543,3,ARL,1,43
3,H1-AtTPL-F10G,1897,3,ARL,1,44
3,H1-AtTPL-F10G,2343,3,ARL,1,45
3,H1-AtTPL-F10G,1174,3,ARL,1,46
3,H1-AtTPL-F10G,2706,3,ARL,1,47
3,H1-AtTPL-F10G,1773,3,ARL,1,48
4,H1-AtTPL-F10H,1602,3,ARL,1,1
4,H1-AtTPL-F10H,1359,3,ARL,1,2
4,H1-AtTPL-F10H,2144,3,ARL,1,3
4,H1-AtTPL-F10H,4103,3,ARL,1,4
4,H1-AtTPL-F10H,3207,3,ARL,1,5
4,H1-AtTPL-F10H,1129,3,ARL,1,6
4,H1-AtTPL-F10H,3554,3,ARL,1,7
4,H1-AtTPL-F10H,6412,3,ARL,1,8
4,H1-AtTPL-F10H,3989,3,ARL,1,9
4,H1-AtTPL-F10H,1516,3,ARL,1,10
4,H1-AtTPL-F10H,3796,3,ARL,1,11
4,H1-AtTPL-F10H,2602,3,ARL,1,12
4,H1-AtTPL-F10H,1123,3,ARL,1,13
4,H1-AtTPL-F10H,3143,3,ARL,1,14
4,H1-AtTPL-F10H,1477,3,ARL,1,15
4,H1-AtTPL-F10H,5291,3,ARL,1,16
4,H1-AtTPL-F10H,5782,3,ARL,1,17
4,H1-AtTPL-F10H,1710,3,ARL,1,18
4,H1-AtTPL-F10H,2107,3,ARL,1,19
4,H1-AtTPL-F10H,2981,3,ARL,1,20
4,H1-AtTPL-F10H,6084,3,ARL,1,21
4,H1-AtTPL-F10H,3288,3,ARL,1,22
4,H1-AtTPL-F10H,2485,3,ARL,1,23
4,H1-AtTPL-F10H,1836,3,ARL,1,24
4,H1-AtTPL-F10H,1648,3,ARL,1,25
4,H1-AtTPL-F10H,1978,3,ARL,1,26
4,H1-AtTPL-F10H,2840,3,ARL,1,27
4,H1-AtTPL-F10H,2628,3,ARL,1,28
4,H1-AtTPL-F10H,1725,3,ARL,1,29
4,H1-AtTPL-F10H,1369,3,ARL,1,30
4,H1-AtTPL-F10H,3083,3,ARL,1,31
4,H1-AtTPL-F10H,4586,3,ARL,1,32
4,H1-AtTPL-F10H,2829,3,ARL,1,33
4,H1-AtTPL-F10H,1774,3,ARL,1,34
4,H1-AtTPL-F10H,4667,3,ARL,1,35
4,H1-AtTPL-F10H,2467,3,ARL,1,36
4,H1-AtTPL-F10H,5201,3,ARL,1,37
4,H1-AtTPL-F10H,2422,3,ARL,1,38
4,H1-AtTPL-F10H,6146,3,ARL,1,39
4,H1-AtTPL-F10H,9618,3,ARL,1,40
4,H1-AtTPL-F10H,4527,3,ARL,1,41
4,H1-AtTPL-F10H,1897,3,ARL,1,42
4,H1-AtTPL-F10H,6298,3,ARL,1,43
4,H1-AtTPL-F10H,9995,3,ARL,1,44
4,H1-AtTPL-F10H,5966,3,ARL,1,45
4,H1-AtTPL-F10H,4609,3,ARL,1,46
4,H1-AtTPL-F10H,11878,3,ARL,1,47
4,H1-AtTPL-F10H,9883,3,ARL,1,48
4,H1-AtTPL-F10H,4099,3,ARL,1,1
4,H1-AtTPL-F10H,4467,3,ARL,1,2
4,H1-AtTPL-F10H,6760,3,ARL,1,3
4,H1-AtTPL-F10H,7340,3,ARL,1,4
4,H1-AtTPL-F10H,7953,3,ARL,1,5
4,H1-AtTPL-F10H,5107,3,ARL,1,6
4,H1-AtTPL-F10H,7054,3,ARL,1,7
4,H1-AtTPL-F10H,12837,3,ARL,1,8
4,H1-AtTPL-F10H,10154,3,ARL,1,9
4,H1-AtTPL-F10H,7367,3,ARL,1,10
4,H1-AtTPL-F10H,10687,3,ARL,1,11
4,H1-AtTPL-F10H,8914,3,ARL,1,12
4,H1-AtTPL-F10H,1580,3,ARL,1,13
4,H1-AtTPL-F10H,1504,3,ARL,1,14
4,H1-AtTPL-F10H,4599,3,ARL,1,15
4,H1-AtTPL-F10H,4339,3,ARL,1,16
4,H1-AtTPL-F10H,3596,3,ARL,1,17
4,H1-AtTPL-F10H,1891,3,ARL,1,18
4,H1-AtTPL-F10H,4544,3,ARL,1,19
4,H1-AtTPL-F10H,5385,3,ARL,1,20
4,H1-AtTPL-F10H,8337,3,ARL,1,21
4,H1-AtTPL-F10H,3276,3,ARL,1,22
4,H1-AtTPL-F10H,4279,3,ARL,1,23
4,H1-AtTPL-F10H,5533,3,ARL,1,24
4,H1-AtTPL-F10H,4241,3,ARL,1,25
4,H1-AtTPL-F10H,2795,3,ARL,1,26
4,H1-AtTPL-F10H,5562,3,ARL,1,27
4,H1-AtTPL-F10H,8182,3,ARL,1,28
4,H1-AtTPL-F10H,7895,3,ARL,1,29
4,H1-AtTPL-F10H,3728,3,ARL,1,30
4,H1-AtTPL-F10H,4148,3,ARL,1,31
4,H1-AtTPL-F10H,6993,3,ARL,1,32
4,H1-AtTPL-F10H,8810,3,ARL,1,33
4,H1-AtTPL-F10H,5317,3,ARL,1,34
4,H1-AtTPL-F10H,6181,3,ARL,1,35
4,H1-AtTPL-F10H,6585,3,ARL,1,36
4,H1-AtTPL-F10H,2696,3,ARL,1,37
4,H1-AtTPL-F10H,6600,3,ARL,1,38
4,H1-AtTPL-F10H,7618,3,ARL,1,39
4,H1-AtTPL-F10H,11411,3,ARL,1,40
4,H1-AtTPL-F10H,15142,3,ARL,1,41
4,H1-AtTPL-F10H,5822,3,ARL,1,42
4,H1-AtTPL-F10H,8110,3,ARL,1,43
4,H1-AtTPL-F10H,18477,3,ARL,1,44
4,H1-AtTPL-F10H,13410,3,ARL,1,45
4,H1-AtTPL-F10H,6584,3,ARL,1,46
4,H1-AtTPL-F10H,7557,3,ARL,1,47
4,H1-AtTPL-F10H,5089,3,ARL,1,48
5,H1-AtTPL-R6A,203,3,ARL,1,1
5,H1-AtTPL-R6A,430,3,ARL,1,2
5,H1-AtTPL-R6A,237,3,ARL,1,3
5,H1-AtTPL-R6A,389,3,ARL,1,4
5,H1-AtTPL-R6A,750,3,ARL,1,5
5,H1-AtTPL-R6A,794,3,ARL,1,6
5,H1-AtTPL-R6A,277,3,ARL,1,7
5,H1-AtTPL-R6A,497,3,ARL,1,8
5,H1-AtTPL-R6A,544,3,ARL,1,9
5,H1-AtTPL-R6A,272,3,ARL,1,10
5,H1-AtTPL-R6A,403,3,ARL,1,11
5,H1-AtTPL-R6A,445,3,ARL,1,12
5,H1-AtTPL-R6A,232,3,ARL,1,13
5,H1-AtTPL-R6A,383,3,ARL,1,14
5,H1-AtTPL-R6A,370,3,ARL,1,15
5,H1-AtTPL-R6A,510,3,ARL,1,16
5,H1-AtTPL-R6A,1000,3,ARL,1,17
5,H1-AtTPL-R6A,726,3,ARL,1,18
5,H1-AtTPL-R6A,407,3,ARL,1,19
5,H1-AtTPL-R6A,729,3,ARL,1,20
